"date","champaign","salem","ithaca"
2008-09-12,70.475,76.7825,63.1475
2008-09-13,77.0975,76.625,68.2475
2008-09-14,65.855,64.7375,76.3025
2008-09-15,60.17,55.1225,63.3125
2008-09-16,58.3475,54.6125,53.675
2008-09-17,61.3325,58.565,52.79
2008-09-18,64.49,61.085,54.1925
2008-09-19,64.01,64.9025,48.0725
2008-09-20,63.35,64.835,54.3425
2008-09-21,62.9825,64.3925,55.3325
2008-09-22,65.6,65.0375,54.0725
2008-09-23,66.71,NA,50.5175
2008-09-24,66.4475,65.585,54.38
2008-09-25,66.515,NA,55.64
2008-09-26,62.27,60.335,55.1975
2008-09-27,62.0675,60.14,61.9475
2008-09-28,64.9475,62.63,61.9025
2008-09-29,60.5675,63.3425,53.405
2008-09-30,54.08,56.6525,NA
2008-10-01,49.4,55.115,52.5125
2008-10-02,48.32,49.955,NA
2008-10-03,54.1925,52.0325,46.3325
2008-10-04,53.0225,56.24,41.99
2008-10-05,58.5575,63.395,43.145
2008-10-06,63.7625,65.5925,42.9575
2008-10-07,61.4825,63.6125,40.2725
2008-10-08,57.995,55.0625,48.4025
2008-10-09,54.65,55.265,59.2175
2008-10-10,59.3075,57.6575,NA
2008-10-11,65.375,62.9975,48.3575
2008-10-12,68.96,67.01,52.0625
2008-10-13,68.2325,67.3625,56.18
2008-10-14,62.0825,67.1675,58.4375
2008-10-15,63.0575,64.82,51.095
2008-10-16,48.8075,48.9725,55.055
2008-10-17,46.88,47.24,43.2125
2008-10-18,48.56,48.44,35.975
2008-10-19,47.27,50.585,34.865
2008-10-20,50.84,57.9575,40.2275
2008-10-21,45.455,56.36,41.12
2008-10-22,46.1225,57.47,36.1175
2008-10-23,49.2275,50.435,34.7675
2008-10-24,48.6125,45.5225,39.455
2008-10-25,44.8175,47.3675,49.16
2008-10-26,47.8925,52.925,46.79
2008-10-27,38.7275,37.6625,45.7025
2008-10-28,34.49,34.8125,35.1575
2008-10-29,39.2975,42.7025,31.82
2008-10-30,45.425,51.5825,32.7575
2008-10-31,53.69,56.1575,42.47
2008-11-01,55.3625,59.7425,44.735
2008-11-02,59.5625,61.43,31.8125
2008-11-03,56.615,60.6425,46.9925
2008-11-04,53.9075,56.915,50.06
2008-11-05,54.89,63.2675,49.7825
2008-11-06,54.8525,59.09,52.0475
2008-11-07,40.475,42.095,54.95
2008-11-08,37.7075,36.65,50.1125
2008-11-09,33.965,34.6025,41.3675
2008-11-10,27.995,37.28,33.98
2008-11-11,36.47,46.46,36.23
2008-11-12,45.515,49.2575,36.05
2008-11-13,47.585,47.8025,41.5175
2008-11-14,49.6775,50.405,51.905
2008-11-15,38.2025,35.48,50.6825
2008-11-16,34.73,42.5075,37.0475
2008-11-17,32.51,38.96,30.5075
2008-11-18,26.765,29.39,24.7475
2008-11-19,34.13,42.1025,21.4175
2008-11-20,30.8,34.37,23.18
2008-11-21,21.26,22.4375,18.875
2008-11-22,23.9075,30.5825,15.8825
2008-11-23,29.9225,36.935,14.0525
2008-11-24,37.43,43.445,28.5575
2008-11-25,31.4075,37.445,32.39
2008-11-26,30.3725,41.78,30.8375
2008-11-27,32.3525,39.9725,30.8825
2008-11-28,31.8575,42.7325,34.0175
2008-11-29,33.8525,40.2275,31.3325
2008-11-30,32.33,32.6,27.095
2008-12-01,27.515,27.6725,37.8575
2008-12-02,28.25,32.705,32.1575
2008-12-03,33.3425,37.82,29.09
2008-12-04,18.5,24.0725,35.18
2008-12-05,15.4775,24.0575,24.065
2008-12-06,25.505,35.5625,18.7475
2008-12-07,15.0875,26.7725,20.36
2008-12-08,33.6575,43.0925,14.825
2008-12-09,41.3825,43.3925,32.48
2008-12-10,28.61,26.75,37.2725
2008-12-11,26.6825,29.0225,26.915
2008-12-12,21.4925,34.0475,26.2175
2008-12-13,31.7825,41.69,16.175
2008-12-14,44.1425,48.6875,29.48
2008-12-15,15.425,14.8325,43.1075
2008-12-16,15.74,18.6725,24.3875
2008-12-17,16.1975,25.205,30.5825
2008-12-18,21.2225,31.505,27.1475
2008-12-19,32.2175,NA,23.2175
2008-12-20,29.2625,28.64,11.735
2008-12-21,2.7425,9.77,22.475
2008-12-22,6.6125,12.38,11.6
2008-12-23,25.2425,28.58,18.2825
2008-12-24,29.2175,35.5775,34.07
2008-12-25,19.4075,28.1075,31.5575
2008-12-26,38.225,52.415,27.5525
2008-12-27,54.455,56.5925,38.4125
2008-12-28,31.97,34.0475,44.84
2008-12-29,35.285,42.3875,33.7325
2008-12-30,35.2325,43.85,27.9125
2008-12-31,21.5,24.92,16.91
2009-01-01,25.76,29.9525,8.7275
2009-01-02,31.22,35.525,22.43
2009-01-03,34.01,56.2775,22.79
2009-01-04,32.4275,33.3575,18.1625
2009-01-05,21.5,24.6125,28.9025
2009-01-06,28.0325,29.57,14.7275
2009-01-07,26.0375,35.675,32.3225
2009-01-08,18.3875,28.895,25.3175
2009-01-09,31.64,45.9125,16.925
2009-01-10,28.535,30.4325,12.47
2009-01-11,23.9225,27.3425,14.09
2009-01-12,26.6975,34.805,11.7125
2009-01-13,16.22,21.47,23.945
2009-01-14,12.545,27.665,7.64
2009-01-15,-8.4925,5.8775,3.28250000000001
2009-01-16,-4.88500000000001,6.2825,-1.4125
2009-01-17,22.0325,29.45,1.07
2009-01-18,21.26,36.5075,17.2475
2009-01-19,11.0825,28.1525,14.915
2009-01-20,8.57,20.855,4.715
2009-01-21,17.3675,27.8075,11.465
2009-01-22,26.9075,38.9525,18.575
2009-01-23,29.0525,37.205,29.8025
2009-01-24,11.2325,18.5975,12.7175
2009-01-25,8.6975,16.85,2.6375
2009-01-26,13.8275,20.0075,4.865
2009-01-27,17.135,16.6175,12.215
2009-01-28,11.9975,18.74,23.585
2009-01-29,19.2125,27.89,20.9225
2009-01-30,10.1075,30.74,23.465
2009-01-31,17.9,36.6875,14.3
2009-02-01,31.655,41.2175,30.815
2009-02-02,23.0375,32.375,31.2725
2009-02-03,11.015,22.175,17.375
2009-02-04,6.785,17.015,7.0625
2009-02-05,12.6875,32.6675,4.0625
2009-02-06,29.7875,50.3975,12.8525
2009-02-07,47.3975,57.365,30.935
2009-02-08,35.15,53.96,37.55
2009-02-09,46.355,54.845,26.5175
2009-02-10,53.57,56.09,38.285
2009-02-11,48.7625,47.2475,42.395
2009-02-12,36.98,43.0025,38.465
2009-02-13,34.1375,44.0975,23.63
2009-02-14,29.57,32.795,20.7575
2009-02-15,26.165,29.5625,23.12
2009-02-16,25.9475,29.4125,21.3875
2009-02-17,32.24,36.59,16.655
2009-02-18,37.5275,43.9025,27.6575
2009-02-19,22.3025,25.0025,29.135
2009-02-20,23.6225,35.1725,18.35
2009-02-21,27.9875,32.855,25.3475
2009-02-22,20.405,25.4525,28.3475
2009-02-23,20.435,29.81,16.91
2009-02-24,30.35,37.82,13.565
2009-02-25,42.605,53.9,21.89
2009-02-26,46.6925,58.19,38.2475
2009-02-27,32,33.485,41.24
2009-02-28,26.5775,25.8575,16.88
2009-03-01,22.01,21.365,15.845
2009-03-02,18.575,21.7025,12.2225
2009-03-03,20.72,23.96,10.7375
2009-03-04,34.3325,40.07,17.93
2009-03-05,51.1025,59.63,26.24
2009-03-06,58.6025,68.825,48.155
2009-03-07,58.6475,65.585,45.2225
2009-03-08,53.765,61.1975,38.96
2009-03-09,41.9975,49.6925,35.975
2009-03-10,55.295,62.72,33.065
2009-03-11,28.2575,29.36,40.8875
2009-03-12,23.9675,30.275,22.205
2009-03-13,29.8175,36.5975,23.1575
2009-03-14,38.48,45.665,31.685
2009-03-15,46.0025,50.9975,36.0275
2009-03-16,52.625,51.3425,38.3
2009-03-17,54.53,57.4925,42.7175
2009-03-18,51.11,59.585,48.1625
2009-03-19,42.245,48.2675,38.3525
2009-03-20,34.7975,44.225,28.55
2009-03-21,47.015,47.24,27.8225
2009-03-22,46.2275,57.17,30.1475
2009-03-23,56.2175,63.9275,22.2875
2009-03-24,61.0925,58.2425,25.985
2009-03-25,46.7075,47.255,38.42
2009-03-26,46.7825,53.4425,40.7375
2009-03-27,46.52,49.325,44.285
2009-03-28,38.5475,40.9475,50.7125
2009-03-29,35.72,38.48,48.2225
2009-03-30,41.285,52.2125,34.3925
2009-03-31,46.4075,51.1025,37.97
2009-04-01,NA,51.9425,44.0525
2009-04-02,52.2725,49.5275,49.7075
2009-04-03,43.7975,44.4425,52.7975
2009-04-04,45.11,52.445,35.0225
2009-04-05,44.69,49.2575,39.815
2009-04-06,34.565,34.7075,42.275
2009-04-07,37.3025,39.7175,29.8775
2009-04-08,41.06,47.495,31.37
2009-04-09,45.29,45.3575,40.775
2009-04-10,42.8675,44.5325,42.3575
2009-04-11,41.9975,47.765,37.9925
2009-04-12,45.2225,44.9825,30.1025
2009-04-13,43.805,44.9375,34.4525
2009-04-14,40.745,40.94,43.5725
2009-04-15,44.06,49.7075,47.705
2009-04-16,49.8275,50.2925,41.2925
2009-04-17,56.45,59.0675,45.17
2009-04-18,58.9325,58.4225,52.535
2009-04-19,55.8725,55.4375,50.735
2009-04-20,47.8775,54.08,42.215
2009-04-21,41.645,49.19,49.22
2009-04-22,50.015,57.47,43.145
2009-04-23,56.405,69.995,38.795
2009-04-24,67.7,72.8675,51.7325
2009-04-25,72.065,71.6675,70.715
2009-04-26,72.32,72.71,66.1175
2009-04-27,66.4025,66.2,73.07
2009-04-28,55.3775,57.9125,61.055
2009-04-29,58.79,65.225,47.6825
2009-04-30,64.3775,62.39,49.61
2009-05-01,55.6775,57.065,NA
2009-05-02,54.5525,53.2775,48.215
2009-05-03,57.71,52.535,48.875
2009-05-04,58.88,57.9575,51.3425
2009-05-05,60.5975,61.475,49.835
2009-05-06,59.9825,61.895,53.315
2009-05-07,64.31,67.625,55.565
2009-05-08,62.015,NA,58.745
2009-05-09,58.1375,58.6775,60.7625
2009-05-10,55.4975,52.4075,46.835
2009-05-11,56.2025,56.195,45.8075
2009-05-12,58.55,58.6175,45.0275
2009-05-13,62.465,70.3175,52.19
2009-05-14,61.505,66.05,55.8125
2009-05-15,61.37,71.1125,NA
2009-05-16,56.9525,57.725,61.235
2009-05-17,51.065,51.995,44.2775
2009-05-18,53.585,55.4825,41.3675
2009-05-19,61.2425,62.4575,49.5425
2009-05-20,65.465,62.8325,62.105
2009-05-21,68.8475,65.06,69.2225
2009-05-22,72.62,67.055,63.215
2009-05-23,71.0375,65.48,61.4
2009-05-24,70.925,66.035,63.5
2009-05-25,63.515,68.57,56.6075
2009-05-26,68.33,70.2725,48.5675
2009-05-27,71.0225,67.7,55.7525
2009-05-28,60.2825,61.4,64.19
2009-05-29,66.215,64.3025,60.3875
2009-05-30,65.7275,71.36,NA
2009-05-31,63.6275,70.2425,50.1875
2009-06-01,75.0725,73.73,51.545
2009-06-02,68.0675,69.665,58.085
2009-06-03,57.9575,61.3625,53.66
2009-06-04,57.5525,59.555,54.2375
2009-06-05,63.4325,60.185,55.4225
2009-06-06,67.79,64.76,62.165
2009-06-07,69.14,70.4375,59.9675
2009-06-08,72.515,74.2175,61.4
2009-06-09,68.12,67.1075,68.7575
2009-06-10,71.24,72.845,59.7425
2009-06-11,66.8825,70.715,64.9025
2009-06-12,65.6975,66.89,63.455
2009-06-13,70.3025,69.56,59.465
2009-06-14,70.6625,68.9,61.3475
2009-06-15,68.8775,70.67,59.885
2009-06-16,69.77,71.72,58.7375
2009-06-17,74.4275,79.46,59.51
2009-06-18,74.6975,79.52,59.0075
2009-06-19,77.6525,80.765,59.69
2009-06-20,76.0025,79.2575,58.445
2009-06-21,77.9075,80.1875,63.125
2009-06-22,80.585,81.0725,66.29
2009-06-23,80.9375,80.96,63.515
2009-06-24,80.9375,78.1025,67.4
2009-06-25,80.39,79.4225,65.9375
2009-06-26,79.3625,81.1325,64.535
2009-06-27,76.37,NA,62.78
2009-06-28,73.4675,73.175,64.7
2009-06-29,70.73,70.79,64.4825
2009-06-30,65.435,72.785,62.5475
2009-07-01,63.32,68.5775,62
2009-07-02,66.3275,71.195,63.23
2009-07-03,67.8725,70.9775,63.095
2009-07-04,64.5875,76.0625,60.77
2009-07-05,68.3075,68.3675,57.9125
2009-07-06,70.295,69.8675,61.7
2009-07-07,69.3875,69.08,59.975
2009-07-08,66.3725,71.8325,57.3425
2009-07-09,69.5525,76.475,59.135
2009-07-10,73.34,72.995,64.5425
2009-07-11,72.9425,78.425,65.645
2009-07-12,NA,73.4075,59.525
2009-07-13,NA,71.645,58.0475
2009-07-14,69.755,70.685,56.78
2009-07-15,72.68,75.7925,61.175
2009-07-16,70.8725,73.07,69.9875
2009-07-17,64.64,66.4175,62.09
2009-07-18,63.1925,62.5475,63.4325
2009-07-19,64.6625,63.695,59.8325
2009-07-20,66.575,67.235,63.035
2009-07-21,68.54,65.9825,63.875
2009-07-22,67.415,67.1,65.0825
2009-07-23,67.7075,69.0125,69.4475
2009-07-24,71.135,75.305,65.27
2009-07-25,70.3325,75.11,NA
2009-07-26,68.8025,70.9775,68.795
2009-07-27,70.355,71.3,66.5975
2009-07-28,71.945,69.5075,69.2075
2009-07-29,69.0875,71.0075,67.985
2009-07-30,67.37,69.515,NA
2009-07-31,67.76,67.28,65.015
2009-08-01,65.84,66.545,65.3375
2009-08-02,65.51,NA,68.0825
2009-08-03,70.67,76.2575,64.535
2009-08-04,70.4825,78.065,67.91
2009-08-05,69.2225,74.525,64.13
2009-08-06,67.28,74.18,58.7375
2009-08-07,67.9475,76.3475,58.4375
2009-08-08,77.0675,80.9375,59.5775
2009-08-09,79.5725,79.9325,66.605
2009-08-10,75.0425,71.5925,71.9
2009-08-11,72.725,71.72,69.9575
2009-08-12,68,70.475,67.205
2009-08-13,67.6325,70.9775,67.25
2009-08-14,70.7225,69.89,68.03
2009-08-15,73.2125,72.89,70.6625
2009-08-16,74.195,78.5825,72.5075
2009-08-17,73.475,74.6525,73.1675
2009-08-18,71.51,71.03,71.945
2009-08-19,70.7825,74.9225,69.53
2009-08-20,69.83,67.3625,71.69
2009-08-21,64.4825,67.865,71.7425
2009-08-22,62.9675,63.89,70.2125
2009-08-23,63.935,62.3075,67.325
2009-08-24,63.47,64.655,64.76
2009-08-25,65.5475,66.7925,NA
2009-08-26,68.975,70.115,62.4875
2009-08-27,73.7,72.125,59.285
2009-08-28,67.6475,68.24,59.075
2009-08-29,62.09,68.735,65.3075
2009-08-30,57.005,60.9275,58.61
2009-08-31,56.12,56.2925,54.995
2009-09-01,58.67,59.7725,52.535
2009-09-02,60.455,58.8125,55.7075
2009-09-03,64.76,62.585,58.85
2009-09-04,65.57,65.96,58.6175
2009-09-05,65.705,68.0675,58.9025
2009-09-06,68.015,68.975,57.1475
2009-09-07,67.31,NA,61.04
2009-09-08,65.6225,69.965,63.7175
2009-09-09,65.2925,67.7825,61.265
2009-09-10,67.73,68.225,55.6325
2009-09-11,66.89,67.4,55.43
2009-09-12,65.045,67.97,61.16
2009-09-13,63.14,64.7225,60.1025
2009-09-14,63.35,67.7675,60.32
2009-09-15,67.055,69.7175,59.5175
2009-09-16,66.6575,69.8825,53.9
2009-09-17,61.1075,67.25,56.345
2009-09-18,60.365,65.69,57.1475
2009-09-19,64.9625,63.8075,47.825
2009-09-20,64.1525,65.1125,50.045
2009-09-21,66.695,NA,57.5075
2009-09-22,68.8775,66.185,63.9725
2009-09-23,68.165,64.5275,69.9275
2009-09-24,66.3875,64.0175,61.7075
2009-09-25,64.445,63.5825,49.115
2009-09-26,61.6625,58.685,48.41
2009-09-27,NA,66.1175,55.8125
2009-09-28,58.445,59.3075,54.8
2009-09-29,53.945,52.8275,51.62
2009-09-30,54.2975,54.725,43.43
2009-10-01,51.965,63.35,NA
2009-10-02,53.705,55.4,45.155
2009-10-03,50.285,51.89,55.8275
2009-10-04,48.77,48.875,49.6925
2009-10-05,50.3375,53.24,50.285
2009-10-06,55.745,59.24,NA
2009-10-07,50.7875,51.7625,52.4975
2009-10-08,51.0575,56.135,49.9475
2009-10-09,49.1525,49.1,52.8575
2009-10-10,41.48,NA,46.13
2009-10-11,39.68,44.855,40.31
2009-10-12,46.3475,50.7425,35.615
2009-10-13,45.185,46.025,42.17
2009-10-14,42.9125,45.7775,36.8525
2009-10-15,41.4725,45.7775,32.8325
2009-10-16,41.555,44.0225,34.1375
2009-10-17,42.8975,39.905,39.1925
2009-10-18,40.8425,42.0875,37.5425
2009-10-19,51.17,54.8,36.35
2009-10-20,55.2575,59.9,48.29
2009-10-21,57.155,57.1025,53.825
2009-10-22,56.21,59.24,53.3525
2009-10-23,54.155,46.9325,44.225
2009-10-24,44.375,48.5225,56.6975
2009-10-25,53.7125,53.0375,44.855
2009-10-26,52.76,50.6225,43.0025
2009-10-27,48.9425,47.96,49.43
2009-10-28,52.3175,53.09,51.3275
2009-10-29,56.165,57.6725,49.67
2009-10-30,58.8575,54.9425,51.755
2009-10-31,43.6925,44.9,55.565
2009-11-01,41.3075,48.245,41.6
2009-11-02,49.685,56.21,37.2575
2009-11-03,40.025,48.275,42.5075
2009-11-04,47.4575,49.91,36.92
2009-11-05,39.77,45.6575,36.245
2009-11-06,49.7,56.9225,31.4
2009-11-07,57.17,63.53,37.7
2009-11-08,55.9475,58.9625,45.635
2009-11-09,57.485,58.73,50.6375
2009-11-10,51.7325,53.645,48.245
2009-11-11,44.18,50.285,38.5325
2009-11-12,39.7775,41.645,35.3675
2009-11-13,43.61,53.4575,40.6025
2009-11-14,53.1575,57.605,49.34
2009-11-15,47.7275,54.2525,NA
2009-11-16,43.34,44.87,41.5025
2009-11-17,43.115,41.5775,34.49
2009-11-18,43.325,41.36,38.0075
2009-11-19,41.9825,45.3575,46.7225
2009-11-20,39.17,47.735,46.94
2009-11-21,44.4875,49.19,42.665
2009-11-22,46.2125,54.05,41.345
2009-11-23,44.225,49.6475,37.7825
2009-11-24,48.8525,49.22,44.435
2009-11-25,43.7375,44.12,47.1575
2009-11-26,36.08,37.535,45.2075
2009-11-27,32.8325,43.2425,35.615
2009-11-28,42.3425,51.9425,37.34
2009-11-29,44.5175,49.115,39.2975
2009-11-30,35.675,36.56,38.87
2009-12-01,39.6125,39.2075,34.865
2009-12-02,35.99,34.0775,NA
2009-12-03,32.24,30.44,49.2125
2009-12-04,22.715,21.6725,34.25
2009-12-05,22.955,24.485,27.38
2009-12-06,26.825,31.4975,26.42
2009-12-07,30.875,34.2875,25.1
2009-12-08,32.9075,36.3275,28.6475
2009-12-09,26.255,23.21,34.3925
2009-12-10,13.2275,16.85,27.47
2009-12-11,22.4525,27.41,16.7225
2009-12-12,28.535,35.0525,20.555
2009-12-13,36.3575,41.21,28.73
2009-12-14,39.8225,41.1125,35.2475
2009-12-15,21.395,22.7225,36.6275
2009-12-16,18.6575,26.9525,21.6275
2009-12-17,30.6875,37.4,13.055
2009-12-18,34.4975,35.8175,7.775
2009-12-19,31.055,26.465,17.9525
2009-12-20,27.71,28.085,20.5025
2009-12-21,29.165,32.705,24.725
2009-12-22,32.435,38.8175,18.83
2009-12-23,35.7875,49.73,17.3
2009-12-24,39.425,48.1775,22.1
2009-12-25,34.91,23.7725,29.1725
2009-12-26,25.8575,25.2275,37.13
2009-12-27,19.4375,24.02,34.235
2009-12-28,23.54,NA,27.6725
2009-12-29,12.4025,26.33,10.7075
2009-12-30,27.7625,30.7925,20.9
2009-12-31,25.7375,31.0625,26.1875
2010-01-01,7.505,NA,28.6625
2010-01-02,0.815000000000005,13.2725,11.9975
2010-01-03,1.13,15.71,9.3575
2010-01-04,4.8725,8.69,13.4375
2010-01-05,4.3625,9.6425,16.655
2010-01-06,7.145,16.6925,19.4075
2010-01-07,15.545,11.855,24.05
2010-01-08,13.73,NA,18.53
2010-01-09,-0.722500000000004,NA,10.7675
2010-01-10,1.3925,10.2725,9.2075
2010-01-11,19.67,29.405,11.2325
2010-01-12,20.36,20.6225,18.8075
2010-01-13,21.8,34.0775,21.3725
2010-01-14,31.535,42.2375,25.01
2010-01-15,32.3225,44.39,34.82
2010-01-16,30.68,42.5825,31.175
2010-01-17,29.465,40.6925,28.2125
2010-01-18,32.3,NA,33.365
2010-01-19,29.405,50.6525,29.7875
2010-01-20,30.215,55.07,27.7775
2010-01-21,33.185,44.15,NA
2010-01-22,33.5675,39.905,19.0625
2010-01-23,38.9825,45.17,21.2375
2010-01-24,41.18,40.745,34.6775
2010-01-25,29.075,30.8375,45.9725
2010-01-26,17.195,NA,30.8075
2010-01-27,22.6025,28.6025,27.8225
2010-01-28,12.035,25.6175,21.4475
2010-01-29,13.3025,17.81,8.315
2010-01-30,16.04,18.6575,2.51
2010-01-31,16.13,20.285,9.47
2010-02-01,25.3625,29.0675,21.38
2010-02-02,30.5675,33.8825,17.8925
2010-02-03,23.09,28.085,24.845
2010-02-04,29.06,32.8925,19.3175
2010-02-05,32.21,32.195,18.4775
2010-02-06,25.7525,31.085,15.53
2010-02-07,19.0625,28.5125,13.7675
2010-02-08,21.41,30.0125,19.13
2010-02-09,16.88,17.1425,22.4525
2010-02-10,20.0225,22.3925,26.4575
2010-02-11,NA,21.665,20.9825
2010-02-12,16.5725,28.5875,22.3925
2010-02-13,14.225,34.2275,18.5825
2010-02-14,19.535,28.97,25.205
2010-02-15,19.565,19.1975,26.33
2010-02-16,22.37,23.1425,25.325
2010-02-17,23.06,27.83,25.595
2010-02-18,18.7775,31.535,27.6575
2010-02-19,21.5525,39.6725,29.9225
2010-02-20,33.1625,48.6275,30.8675
2010-02-21,34.2875,44.3075,26.7275
2010-02-22,32.9,30.5,21.4175
2010-02-23,27.7625,27.11,32.705
2010-02-24,19.505,21.8975,29.72
2010-02-25,24.5975,23.135,25.25
2010-02-26,25.34,29.21,25.4375
2010-02-27,27.965,31.055,30.1775
2010-02-28,33.2525,34.115,29.9825
2010-03-01,33.62,33.26,31.64
2010-03-02,31.67,33.035,31.9325
2010-03-03,31.8275,32.18,30.7325
2010-03-04,32.0825,31.085,27.6425
2010-03-05,32.165,35.975,25.64
2010-03-06,33.5525,43.4525,23.8625
2010-03-07,35.78,54.3125,29.525
2010-03-08,35.5775,51.815,34.43
2010-03-09,43.91,51.4925,33.7475
2010-03-10,55.4975,59.5475,36.8525
2010-03-11,54.8675,NA,44.09
2010-03-12,43.0775,41.405,42.0125
2010-03-13,45.59,39.8375,39.62
2010-03-14,42.56,43.5275,40.9025
2010-03-15,43.085,47.4575,39.845
2010-03-16,46.4375,42.3575,40.4525
2010-03-17,NA,43.28,38.99
2010-03-18,46.2125,44.9975,42.275
2010-03-19,48.785,49.055,44.015
2010-03-20,40.46,41.0975,43.6475
2010-03-21,39.32,36.3125,42.9725
2010-03-22,43.4675,45.9725,41.675
2010-03-23,44.5625,48.5525,42.4775
2010-03-24,51.2675,56.3825,38.1425
2010-03-25,40.76,46.0925,37.67
2010-03-26,34.5575,42.4775,25.0925
2010-03-27,42.7475,48.23,28.7525
2010-03-28,44.66,46.7675,36.845
2010-03-29,41.345,NA,43.1375
2010-03-30,47.3825,56.69,35.9975
2010-03-31,60.4775,67.4,41.69
2010-04-01,65.27,69.785,51.0575
2010-04-02,65.2175,64.5425,62.15
2010-04-03,52.325,56.5025,66.3575
2010-04-04,59.2925,66.9875,52.6625
2010-04-05,NA,70.1675,53.615
2010-04-06,69.755,71.915,NA
2010-04-07,64.01,64.7375,61.955
2010-04-08,44.345,48.005,58.8875
2010-04-09,44.6075,50.06,39.425
2010-04-10,56.0075,59.765,40.7825
2010-04-11,60.5975,62.3675,50.855
2010-04-12,62.48,62.78,41.1425
2010-04-13,65.18,66.86,44.4425
2010-04-14,66.335,67.76,42.26
2010-04-15,68.36,64.535,47.5325
2010-04-16,60.8,63.095,55.34
2010-04-17,48.1325,52.4375,39.8975
2010-04-18,48.35,49.82,40.325
2010-04-19,48.485,51.8,43.925
2010-04-20,54.08,51.2525,45.125
2010-04-21,56.525,56.93,49.3175
2010-04-22,58.385,60.125,41.21
2010-04-23,57.68,64.6475,39.5375
2010-04-24,62.1725,58.775,47.45
2010-04-25,55.3925,55.3325,47.5925
2010-04-26,54.695,51.2225,47.5625
2010-04-27,50.075,48.1775,38.3
2010-04-28,49.3925,54.515,42.1625
2010-04-29,63.1775,67.3475,46.3175
2010-04-30,69.56,67.265,55.5425
2010-05-01,67.265,62.54,68
2010-05-02,62.03,59.165,70.1375
2010-05-03,59.5475,61.2125,65.105
2010-05-04,62.5325,63.785,53.96
2010-05-05,65.2175,67.4975,59.8625
2010-05-06,59.1875,63.38,56.6075
2010-05-07,64.8275,64.8125,49.4225
2010-05-08,47.48,50.5775,51.23
2010-05-09,47.7275,49.3625,34.8575
2010-05-10,52.595,48.7925,38.87
2010-05-11,58.0775,69.815,39.8075
2010-05-12,58.5725,71.5625,40.73
2010-05-13,69.965,67.13,47.18
2010-05-14,59.4125,56.4275,62.795
2010-05-15,57.2375,56.555,53.555
2010-05-16,57.7025,58.6925,53.5025
2010-05-17,53.0675,58.0025,53.2025
2010-05-18,56.5175,57.4925,52.0925
2010-05-19,59.645,56.885,56.1875
2010-05-20,57.6575,60.3875,61.3625
2010-05-21,64.07,61.6175,64.355
2010-05-22,66.8525,68.12,65.39
2010-05-23,76.025,77.075,64.9325
2010-05-24,78.7775,NA,65.045
2010-05-25,76.2425,69.935,68.36
2010-05-26,74.375,72.2525,70.1675
2010-05-27,73.3925,72.5,71.81
2010-05-28,71.36,NA,66.1925
2010-05-29,74.51,67.145,67.3175
2010-05-30,77.2775,NA,63.515
2010-05-31,71.5925,NA,71.0825
2010-06-01,73.8425,74.1125,67.01
2010-06-02,70.9775,73.535,66.1475
2010-06-03,70.7375,69.92,66.8225
2010-06-04,74.5175,73.31,67.22
2010-06-05,76.07,76.235,70.6025
2010-06-06,68.4575,71.2475,58.43
2010-06-07,67.1525,67.715,54.4625
2010-06-08,68.99,72.0875,53.5175
2010-06-09,73.0925,74.6675,50.4275
2010-06-10,71.2475,76.115,59.36
2010-06-11,76.9325,73.985,59.585
2010-06-12,75.8675,77.0675,69.4175
2010-06-13,72.425,78.4325,67.055
2010-06-14,73.565,77.255,66.11
2010-06-15,73.7975,73.535,63.41
2010-06-16,72.8525,73.0025,63.3575
2010-06-17,73.0775,78.095,58.1975
2010-06-18,76.28,79.3775,NA
2010-06-19,74.1125,74.63,70.4675
2010-06-20,77.54,78.395,71.975
2010-06-21,78.4925,80.2175,65.495
2010-06-22,74.18,81.7325,66.3875
2010-06-23,79.3775,80.9225,74.3
2010-06-24,73.19,75.89,73.7375
2010-06-25,72.635,77.0375,67.205
2010-06-26,78.305,79.55,62.645
2010-06-27,79.1,79.685,71.945
2010-06-28,75.68,75.17,73.2425
2010-06-29,68.165,70.1225,63.4475
2010-06-30,66.56,68.09,56.27
2010-07-01,66.275,68.075,57.6125
2010-07-02,67.13,68.99,57.7325
2010-07-03,70.5725,72.65,65.4275
2010-07-04,77.0975,76.2275,69.245
2010-07-05,77.3525,80.225,73.5725
2010-07-06,78.005,80.255,76.295
2010-07-07,79.3775,75.4925,75.6575
2010-07-08,78.3125,74.9675,77.405
2010-07-09,75.4025,74.0825,76.19
2010-07-10,72.5375,73.04,69.815
2010-07-11,72.5975,73.205,67.0025
2010-07-12,75.0275,73.8275,69.5975
2010-07-13,74.165,77.765,71.705
2010-07-14,78.6125,81.3575,71
2010-07-15,78.1025,79.7525,71.9075
2010-07-16,74.4425,79.0475,72.905
2010-07-17,77.15,78.9875,73.1225
2010-07-18,75.8075,80.06,72.4325
2010-07-19,72.3725,81.38,71.2325
2010-07-20,72.17,80.03,68.21
2010-07-21,NA,75.6875,69.29
2010-07-22,79.16,80.8325,67.0025
2010-07-23,82.49,82.1,69.0425
2010-07-24,79.58,82.2875,76.7675
2010-07-25,75.02,75.5075,68.825
2010-07-26,73.115,75.6725,65.8025
2010-07-27,77.3375,76.835,66.7025
2010-07-28,79.5575,79.31,72.32
